#    L    TT             EE             TE             PP             TP          
   963   0.163532E-09   0.562349E-11   0.399200E-11   0.379898E-07   0.865196E-11
   964   0.162475E-09   0.564632E-11   0.381204E-11   0.379186E-07   0.855366E-11
   965   0.161439E-09   0.566841E-11   0.363011E-11   0.378475E-07   0.845518E-11
   966   0.160422E-09   0.568972E-11   0.344629E-11   0.377766E-07   0.835654E-11
   967   0.159427E-09   0.571026E-11   0.326067E-11   0.377059E-07   0.825774E-11
   968   0.158452E-09   0.573002E-11   0.307331E-11   0.376354E-07   0.815879E-11
   969   0.157498E-09   0.574898E-11   0.288430E-11   0.375651E-07   0.805972E-11
   970   0.156565E-09   0.576712E-11   0.269371E-11   0.374949E-07   0.796052E-11
   971   0.155652E-09   0.578447E-11   0.250162E-11   0.374249E-07   0.786121E-11
   972   0.154761E-09   0.580100E-11   0.230815E-11   0.373551E-07   0.776182E-11
   973   0.153890E-09   0.581670E-11   0.211335E-11   0.372855E-07   0.766234E-11
   974   0.153042E-09   0.583159E-11   0.191731E-11   0.372161E-07   0.756279E-11
   975   0.152214E-09   0.584564E-11   0.172015E-11   0.371468E-07   0.746319E-11
   976   0.151406E-09   0.585886E-11   0.152192E-11   0.370777E-07   0.736355E-11
   977   0.150621E-09   0.587123E-11   0.132273E-11   0.370088E-07   0.726388E-11
   978   0.149857E-09   0.588277E-11   0.112265E-11   0.369401E-07   0.716420E-11
   979   0.149114E-09   0.589346E-11   0.921770E-12   0.368715E-07   0.706451E-11
   980   0.148394E-09   0.590329E-11   0.720171E-12   0.368031E-07   0.696483E-11
   981   0.147694E-09   0.591229E-11   0.517933E-12   0.367349E-07   0.686517E-11
   982   0.147015E-09   0.592042E-11   0.315139E-12   0.366669E-07   0.676556E-11
   983   0.146357E-09   0.592772E-11   0.111868E-12   0.365990E-07   0.666604E-11
   984   0.145721E-09   0.593415E-11  -0.918054E-13   0.365313E-07   0.656668E-11
   985   0.145107E-09   0.593972E-11  -0.295811E-12   0.364638E-07   0.646752E-11
   986   0.144513E-09   0.594443E-11  -0.500079E-12   0.363965E-07   0.636862E-11
   987   0.143941E-09   0.594828E-11  -0.704542E-12   0.363293E-07   0.627005E-11
   988   0.143391E-09   0.595126E-11  -0.909132E-12   0.362623E-07   0.617186E-11
   989   0.142861E-09   0.595337E-11  -0.111378E-11   0.361954E-07   0.607411E-11
   990   0.142353E-09   0.595460E-11  -0.131841E-11   0.361288E-07   0.597686E-11
   991   0.141865E-09   0.595495E-11  -0.152296E-11   0.360623E-07   0.588016E-11
   992   0.141399E-09   0.595443E-11  -0.172734E-11   0.359959E-07   0.578406E-11
   993   0.140954E-09   0.595302E-11  -0.193148E-11   0.359298E-07   0.568864E-11
   994   0.140530E-09   0.595075E-11  -0.213527E-11   0.358638E-07   0.559394E-11
   995   0.140126E-09   0.594761E-11  -0.233866E-11   0.357980E-07   0.550003E-11
   996   0.139744E-09   0.594361E-11  -0.254153E-11   0.357323E-07   0.540696E-11
   997   0.139382E-09   0.593873E-11  -0.274383E-11   0.356668E-07   0.531478E-11
   998   0.139041E-09   0.593299E-11  -0.294545E-11   0.356015E-07   0.522356E-11
   999   0.138721E-09   0.592640E-11  -0.314630E-11   0.355363E-07   0.513334E-11
  1000   0.138421E-09   0.591894E-11  -0.334628E-11   0.354713E-07   0.504413E-11
  1001   0.138140E-09   0.591062E-11  -0.354530E-11   0.354065E-07   0.495591E-11
  1002   0.137880E-09   0.590143E-11  -0.374324E-11   0.353418E-07   0.486868E-11
  1003   0.137639E-09   0.589138E-11  -0.394001E-11   0.352773E-07   0.478243E-11
  1004   0.137418E-09   0.588046E-11  -0.413551E-11   0.352129E-07   0.469715E-11
  1005   0.137215E-09   0.586867E-11  -0.432964E-11   0.351487E-07   0.461283E-11
  1006   0.137032E-09   0.585603E-11  -0.452234E-11   0.350847E-07   0.452946E-11
  1007   0.136867E-09   0.584257E-11  -0.471357E-11   0.350208E-07   0.444704E-11
  1008   0.136721E-09   0.582830E-11  -0.490329E-11   0.349571E-07   0.436555E-11
  1009   0.136594E-09   0.581324E-11  -0.509143E-11   0.348936E-07   0.428499E-11
  1010   0.136484E-09   0.579741E-11  -0.527795E-11   0.348302E-07   0.420535E-11
  1011   0.136392E-09   0.578083E-11  -0.546280E-11   0.347670E-07   0.412662E-11
  1012   0.136318E-09   0.576352E-11  -0.564593E-11   0.347039E-07   0.404879E-11
  1013   0.136261E-09   0.574546E-11  -0.582729E-11   0.346410E-07   0.397186E-11
  1014   0.136222E-09   0.572666E-11  -0.600680E-11   0.345783E-07   0.389581E-11
  1015   0.136200E-09   0.570710E-11  -0.618438E-11   0.345157E-07   0.382063E-11
  1016   0.136195E-09   0.568678E-11  -0.635999E-11   0.344532E-07   0.374632E-11
  1017   0.136209E-09   0.566568E-11  -0.653357E-11   0.343910E-07   0.367287E-11
  1018   0.136238E-09   0.564380E-11  -0.670504E-11   0.343288E-07   0.360026E-11
  1019   0.136285E-09   0.562115E-11  -0.687436E-11   0.342669E-07   0.352849E-11
  1020   0.136348E-09   0.559771E-11  -0.704143E-11   0.342051E-07   0.345754E-11
  1021   0.136427E-09   0.557354E-11  -0.720616E-11   0.341434E-07   0.338739E-11
  1022   0.136522E-09   0.554865E-11  -0.736846E-11   0.340819E-07   0.331805E-11
  1023   0.136632E-09   0.552305E-11  -0.752824E-11   0.340206E-07   0.324950E-11
  1024   0.136757E-09   0.549677E-11  -0.768540E-11   0.339594E-07   0.318172E-11
  1025   0.136895E-09   0.546985E-11  -0.783986E-11   0.338983E-07   0.311471E-11
  1026   0.137048E-09   0.544228E-11  -0.799153E-11   0.338374E-07   0.304845E-11
  1027   0.137214E-09   0.541409E-11  -0.814043E-11   0.337767E-07   0.298293E-11
  1028   0.137393E-09   0.538528E-11  -0.828655E-11   0.337161E-07   0.291815E-11
  1029   0.137587E-09   0.535586E-11  -0.842991E-11   0.336557E-07   0.285409E-11
  1030   0.137793E-09   0.532584E-11  -0.857052E-11   0.335954E-07   0.279073E-11
  1031   0.138013E-09   0.529523E-11  -0.870840E-11   0.335353E-07   0.272807E-11
  1032   0.138244E-09   0.526403E-11  -0.884355E-11   0.334753E-07   0.266610E-11
  1033   0.138490E-09   0.523226E-11  -0.897598E-11   0.334155E-07   0.260481E-11
  1034   0.138748E-09   0.519993E-11  -0.910561E-11   0.333558E-07   0.254419E-11
  1035   0.139019E-09   0.516706E-11  -0.923235E-11   0.332962E-07   0.248425E-11
  1036   0.139301E-09   0.513367E-11  -0.935613E-11   0.332368E-07   0.242500E-11
  1037   0.139592E-09   0.509977E-11  -0.947684E-11   0.331776E-07   0.236644E-11
  1038   0.139896E-09   0.506538E-11  -0.959440E-11   0.331185E-07   0.230858E-11
  1039   0.140210E-09   0.503053E-11  -0.970875E-11   0.330596E-07   0.225140E-11
  1040   0.140532E-09   0.499522E-11  -0.981978E-11   0.330008E-07   0.219493E-11
  1041   0.140865E-09   0.495947E-11  -0.992748E-11   0.329421E-07   0.213916E-11
  1042   0.141206E-09   0.492326E-11  -0.100318E-10   0.328836E-07   0.208410E-11
  1043   0.141556E-09   0.488662E-11  -0.101328E-10   0.328253E-07   0.202975E-11
  1044   0.141915E-09   0.484955E-11  -0.102305E-10   0.327670E-07   0.197611E-11
  1045   0.142283E-09   0.481203E-11  -0.103248E-10   0.327090E-07   0.192319E-11
  1046   0.142658E-09   0.477409E-11  -0.104158E-10   0.326510E-07   0.187099E-11
  1047   0.143042E-09   0.473571E-11  -0.105034E-10   0.325933E-07   0.181952E-11
  1048   0.143433E-09   0.469694E-11  -0.105875E-10   0.325356E-07   0.176877E-11
  1049   0.143831E-09   0.465779E-11  -0.106682E-10   0.324781E-07   0.171876E-11
  1050   0.144236E-09   0.461830E-11  -0.107456E-10   0.324208E-07   0.166948E-11
  1051   0.144647E-09   0.457849E-11  -0.108195E-10   0.323636E-07   0.162090E-11
  1052   0.145065E-09   0.453838E-11  -0.108900E-10   0.323065E-07   0.157301E-11
  1053   0.145488E-09   0.449801E-11  -0.109569E-10   0.322496E-07   0.152578E-11
  1054   0.145917E-09   0.445740E-11  -0.110203E-10   0.321928E-07   0.147917E-11
  1055   0.146349E-09   0.441657E-11  -0.110804E-10   0.321361E-07   0.143318E-11
  1056   0.146787E-09   0.437552E-11  -0.111369E-10   0.320796E-07   0.138776E-11
  1057   0.147229E-09   0.433428E-11  -0.111898E-10   0.320233E-07   0.134290E-11
  1058   0.147675E-09   0.429284E-11  -0.112393E-10   0.319670E-07   0.129856E-11
  1059   0.148123E-09   0.425123E-11  -0.112852E-10   0.319110E-07   0.125473E-11
  1060   0.148576E-09   0.420947E-11  -0.113275E-10   0.318550E-07   0.121137E-11
  1061   0.149031E-09   0.416755E-11  -0.113664E-10   0.317992E-07   0.116846E-11
  1062   0.149490E-09   0.412551E-11  -0.114016E-10   0.317435E-07   0.112598E-11
  1063   0.149950E-09   0.408334E-11  -0.114334E-10   0.316880E-07   0.108389E-11
  1064   0.150413E-09   0.404108E-11  -0.114616E-10   0.316326E-07   0.104217E-11
  1065   0.150876E-09   0.399873E-11  -0.114862E-10   0.315773E-07   0.100081E-11
  1066   0.151341E-09   0.395629E-11  -0.115074E-10   0.315222E-07   0.959756E-12
  1067   0.151806E-09   0.391381E-11  -0.115249E-10   0.314672E-07   0.919013E-12
  1068   0.152273E-09   0.387128E-11  -0.115390E-10   0.314124E-07   0.878613E-12
  1069   0.152739E-09   0.382873E-11  -0.115496E-10   0.313576E-07   0.838603E-12
  1070   0.153206E-09   0.378616E-11  -0.115566E-10   0.313031E-07   0.799032E-12
  1071   0.153671E-09   0.374361E-11  -0.115602E-10   0.312486E-07   0.759950E-12
  1072   0.154137E-09   0.370108E-11  -0.115604E-10   0.311943E-07   0.721404E-12
  1073   0.154601E-09   0.365860E-11  -0.115571E-10   0.311401E-07   0.683442E-12
  1074   0.155063E-09   0.361618E-11  -0.115503E-10   0.310861E-07   0.646114E-12
  1075   0.155524E-09   0.357385E-11  -0.115402E-10   0.310322E-07   0.609467E-12
  1076   0.155983E-09   0.353161E-11  -0.115266E-10   0.309784E-07   0.573551E-12
  1077   0.156439E-09   0.348947E-11  -0.115097E-10   0.309247E-07   0.538414E-12
  1078   0.156894E-09   0.344747E-11  -0.114895E-10   0.308712E-07   0.504103E-12
  1079   0.157344E-09   0.340561E-11  -0.114659E-10   0.308178E-07   0.470668E-12
  1080   0.157792E-09   0.336391E-11  -0.114391E-10   0.307646E-07   0.438157E-12
  1081   0.158236E-09   0.332239E-11  -0.114089E-10   0.307115E-07   0.406619E-12
  1082   0.158677E-09   0.328106E-11  -0.113755E-10   0.306585E-07   0.376102E-12
  1083   0.159113E-09   0.323993E-11  -0.113389E-10   0.306056E-07   0.346654E-12
  1084   0.159545E-09   0.319903E-11  -0.112992E-10   0.305529E-07   0.318311E-12
  1085   0.159972E-09   0.315836E-11  -0.112563E-10   0.305003E-07   0.291055E-12
  1086   0.160394E-09   0.311794E-11  -0.112102E-10   0.304478E-07   0.264855E-12
  1087   0.160811E-09   0.307777E-11  -0.111611E-10   0.303954E-07   0.239678E-12
  1088   0.161222E-09   0.303789E-11  -0.111088E-10   0.303432E-07   0.215495E-12
  1089   0.161626E-09   0.299830E-11  -0.110535E-10   0.302911E-07   0.192274E-12
  1090   0.162025E-09   0.295900E-11  -0.109952E-10   0.302392E-07   0.169984E-12
  1091   0.162418E-09   0.292003E-11  -0.109340E-10   0.301873E-07   0.148594E-12
  1092   0.162804E-09   0.288139E-11  -0.108698E-10   0.301356E-07   0.128072E-12
  1093   0.163182E-09   0.284311E-11  -0.108028E-10   0.300840E-07   0.108387E-12
  1094   0.163554E-09   0.280518E-11  -0.107329E-10   0.300326E-07   0.895081E-13
  1095   0.163918E-09   0.276764E-11  -0.106604E-10   0.299813E-07   0.714041E-13
  1096   0.164275E-09   0.273049E-11  -0.105850E-10   0.299301E-07   0.540439E-13
  1097   0.164624E-09   0.269375E-11  -0.105069E-10   0.298790E-07   0.373961E-13
  1098   0.164965E-09   0.265743E-11  -0.104263E-10   0.298280E-07   0.214296E-13
  1099   0.165297E-09   0.262154E-11  -0.103430E-10   0.297772E-07   0.611318E-14
  1100   0.165622E-09   0.258610E-11  -0.102572E-10   0.297265E-07  -0.858435E-14
  1101   0.165937E-09   0.255109E-11  -0.101689E-10   0.296759E-07  -0.226877E-13
  1102   0.166244E-09   0.251656E-11  -0.100781E-10   0.296254E-07  -0.361959E-13
  1103   0.166541E-09   0.248251E-11  -0.998484E-11   0.295751E-07  -0.491015E-13
  1104   0.166830E-09   0.244895E-11  -0.988926E-11   0.295249E-07  -0.613970E-13
  1105   0.167108E-09   0.241588E-11  -0.979139E-11   0.294748E-07  -0.730749E-13
  1106   0.167377E-09   0.238332E-11  -0.969127E-11   0.294248E-07  -0.841277E-13
  1107   0.167636E-09   0.235128E-11  -0.958895E-11   0.293750E-07  -0.945480E-13
  1108   0.167885E-09   0.231978E-11  -0.948451E-11   0.293253E-07  -0.104328E-12
  1109   0.168124E-09   0.228882E-11  -0.937798E-11   0.292757E-07  -0.113461E-12
  1110   0.168353E-09   0.225842E-11  -0.926943E-11   0.292262E-07  -0.121939E-12
  1111   0.168571E-09   0.222859E-11  -0.915892E-11   0.291768E-07  -0.129755E-12
  1112   0.168778E-09   0.219933E-11  -0.904650E-11   0.291276E-07  -0.136900E-12
  1113   0.168976E-09   0.217065E-11  -0.893225E-11   0.290784E-07  -0.143369E-12
  1114   0.169162E-09   0.214258E-11  -0.881620E-11   0.290294E-07  -0.149152E-12
  1115   0.169337E-09   0.211511E-11  -0.869843E-11   0.289805E-07  -0.154243E-12
  1116   0.169501E-09   0.208825E-11  -0.857901E-11   0.289318E-07  -0.158635E-12
  1117   0.169655E-09   0.206201E-11  -0.845797E-11   0.288831E-07  -0.162319E-12
  1118   0.169797E-09   0.203640E-11  -0.833538E-11   0.288346E-07  -0.165294E-12
  1119   0.169927E-09   0.201144E-11  -0.821132E-11   0.287862E-07  -0.167580E-12
  1120   0.170045E-09   0.198710E-11  -0.808582E-11   0.287379E-07  -0.169200E-12
  1121   0.170153E-09   0.196343E-11  -0.795895E-11   0.286897E-07  -0.170182E-12
  1122   0.170248E-09   0.194042E-11  -0.783078E-11   0.286416E-07  -0.170548E-12
  1123   0.170331E-09   0.191806E-11  -0.770134E-11   0.285937E-07  -0.170325E-12
  1124   0.170403E-09   0.189639E-11  -0.757072E-11   0.285459E-07  -0.169538E-12
  1125   0.170463E-09   0.187539E-11  -0.743895E-11   0.284981E-07  -0.168212E-12
  1126   0.170509E-09   0.185508E-11  -0.730614E-11   0.284505E-07  -0.166371E-12
  1127   0.170544E-09   0.183545E-11  -0.717232E-11   0.284030E-07  -0.164040E-12
  1128   0.170567E-09   0.181653E-11  -0.703759E-11   0.283557E-07  -0.161246E-12
  1129   0.170577E-09   0.179831E-11  -0.690200E-11   0.283084E-07  -0.158012E-12
  1130   0.170576E-09   0.178079E-11  -0.676561E-11   0.282613E-07  -0.154364E-12
  1131   0.170562E-09   0.176398E-11  -0.662851E-11   0.282142E-07  -0.150327E-12
  1132   0.170536E-09   0.174789E-11  -0.649074E-11   0.281673E-07  -0.145926E-12
  1133   0.170498E-09   0.173252E-11  -0.635237E-11   0.281205E-07  -0.141185E-12
  1134   0.170446E-09   0.171787E-11  -0.621346E-11   0.280738E-07  -0.136131E-12
  1135   0.170383E-09   0.170395E-11  -0.607407E-11   0.280273E-07  -0.130780E-12
  1136   0.170308E-09   0.169075E-11  -0.593425E-11   0.279808E-07  -0.125122E-12
  1137   0.170219E-09   0.167829E-11  -0.579408E-11   0.279344E-07  -0.119136E-12
  1138   0.170119E-09   0.166655E-11  -0.565361E-11   0.278882E-07  -0.112804E-12
  1139   0.170006E-09   0.165555E-11  -0.551291E-11   0.278421E-07  -0.106106E-12
  1140   0.169880E-09   0.164528E-11  -0.537203E-11   0.277960E-07  -0.990241E-13
  1141   0.169742E-09   0.163575E-11  -0.523105E-11   0.277501E-07  -0.915387E-13
  1142   0.169592E-09   0.162695E-11  -0.509004E-11   0.277043E-07  -0.836306E-13
  1143   0.169429E-09   0.161890E-11  -0.494904E-11   0.276586E-07  -0.752809E-13
  1144   0.169253E-09   0.161159E-11  -0.480814E-11   0.276130E-07  -0.664703E-13
  1145   0.169066E-09   0.160501E-11  -0.466739E-11   0.275676E-07  -0.571798E-13
  1146   0.168866E-09   0.159918E-11  -0.452686E-11   0.275222E-07  -0.473904E-13
  1147   0.168654E-09   0.159408E-11  -0.438661E-11   0.274769E-07  -0.370829E-13
  1148   0.168430E-09   0.158973E-11  -0.424668E-11   0.274318E-07  -0.262382E-13
  1149   0.168193E-09   0.158610E-11  -0.410716E-11   0.273868E-07  -0.148373E-13
  1150   0.167944E-09   0.158321E-11  -0.396809E-11   0.273418E-07  -0.286098E-14
  1151   0.167684E-09   0.158105E-11  -0.382954E-11   0.272970E-07   0.970974E-14
  1152   0.167411E-09   0.157962E-11  -0.369156E-11   0.272523E-07   0.228869E-13
  1153   0.167128E-09   0.157893E-11  -0.355422E-11   0.272077E-07   0.366538E-13
  1154   0.166831E-09   0.157896E-11  -0.341758E-11   0.271632E-07   0.509868E-13
  1155   0.166524E-09   0.157970E-11  -0.328168E-11   0.271188E-07   0.658622E-13
  1156   0.166204E-09   0.158117E-11  -0.314661E-11   0.270745E-07   0.812562E-13
  1157   0.165874E-09   0.158335E-11  -0.301240E-11   0.270303E-07   0.971451E-13
  1158   0.165532E-09   0.158625E-11  -0.287914E-11   0.269862E-07   0.113505E-12
  1159   0.165180E-09   0.158985E-11  -0.274686E-11   0.269422E-07   0.130313E-12
  1160   0.164816E-09   0.159416E-11  -0.261563E-11   0.268983E-07   0.147544E-12
  1161   0.164442E-09   0.159916E-11  -0.248551E-11   0.268546E-07   0.165175E-12
  1162   0.164057E-09   0.160486E-11  -0.235652E-11   0.268109E-07   0.183183E-12
  1163   0.163662E-09   0.161124E-11  -0.222874E-11   0.267673E-07   0.201543E-12
  1164   0.163257E-09   0.161832E-11  -0.210222E-11   0.267239E-07   0.220232E-12
  1165   0.162841E-09   0.162606E-11  -0.197701E-11   0.266805E-07   0.239226E-12
  1166   0.162415E-09   0.163448E-11  -0.185315E-11   0.266373E-07   0.258502E-12
  1167   0.161978E-09   0.164356E-11  -0.173070E-11   0.265941E-07   0.278035E-12
  1168   0.161532E-09   0.165329E-11  -0.160971E-11   0.265511E-07   0.297802E-12
  1169   0.161076E-09   0.166369E-11  -0.149022E-11   0.265081E-07   0.317785E-12
  1170   0.160611E-09   0.167472E-11  -0.137229E-11   0.264653E-07   0.337983E-12
  1171   0.160136E-09   0.168639E-11  -0.125597E-11   0.264225E-07   0.358403E-12
  1172   0.159653E-09   0.169869E-11  -0.114129E-11   0.263799E-07   0.379050E-12
  1173   0.159160E-09   0.171161E-11  -0.102831E-11   0.263373E-07   0.399930E-12
  1174   0.158658E-09   0.172515E-11  -0.917075E-12   0.262949E-07   0.421049E-12
  1175   0.158148E-09   0.173929E-11  -0.807623E-12   0.262525E-07   0.442413E-12
  1176   0.157629E-09   0.175403E-11  -0.699996E-12   0.262103E-07   0.464026E-12
  1177   0.157103E-09   0.176935E-11  -0.594234E-12   0.261682E-07   0.485896E-12
  1178   0.156567E-09   0.178526E-11  -0.490379E-12   0.261261E-07   0.508027E-12
  1179   0.156025E-09   0.180174E-11  -0.388472E-12   0.260842E-07   0.530426E-12
  1180   0.155475E-09   0.181878E-11  -0.288554E-12   0.260423E-07   0.553097E-12
  1181   0.154916E-09   0.183636E-11  -0.190664E-12   0.260006E-07   0.576047E-12
  1182   0.154351E-09   0.185449E-11  -0.948352E-13   0.259589E-07   0.599282E-12
  1183   0.153779E-09   0.187315E-11  -0.110715E-14   0.259174E-07   0.622807E-12
  1184   0.153200E-09   0.189234E-11   0.904850E-13   0.258759E-07   0.646627E-12
  1185   0.152614E-09   0.191202E-11   0.179904E-12   0.258345E-07   0.670749E-12
  1186   0.152021E-09   0.193222E-11   0.267113E-12   0.257933E-07   0.695178E-12
  1187   0.151422E-09   0.195290E-11   0.352078E-12   0.257521E-07   0.719917E-12
  1188   0.150817E-09   0.197405E-11   0.434770E-12   0.257110E-07   0.744970E-12
  1189   0.150206E-09   0.199568E-11   0.515160E-12   0.256701E-07   0.770338E-12
  1190   0.149588E-09   0.201776E-11   0.593223E-12   0.256292E-07   0.796025E-12
  1191   0.148967E-09   0.204028E-11   0.668932E-12   0.255884E-07   0.822034E-12
  1192   0.148339E-09   0.206324E-11   0.742257E-12   0.255477E-07   0.848368E-12
  1193   0.147706E-09   0.208662E-11   0.813176E-12   0.255071E-07   0.875030E-12
  1194   0.147070E-09   0.211040E-11   0.881659E-12   0.254666E-07   0.902022E-12
  1195   0.146428E-09   0.213458E-11   0.947685E-12   0.254262E-07   0.929348E-12
  1196   0.145782E-09   0.215914E-11   0.101124E-11   0.253859E-07   0.957010E-12
  1197   0.145131E-09   0.218409E-11   0.107229E-11   0.253457E-07   0.985012E-12
  1198   0.144478E-09   0.220937E-11   0.113083E-11   0.253055E-07   0.101336E-11
  1199   0.143820E-09   0.223502E-11   0.118682E-11   0.252655E-07   0.104204E-11
  1200   0.143159E-09   0.226099E-11   0.124026E-11   0.252256E-07   0.107108E-11
  1201   0.142494E-09   0.228729E-11   0.129111E-11   0.251857E-07   0.110047E-11
  1202   0.141827E-09   0.231389E-11   0.133939E-11   0.251460E-07   0.113021E-11
  1203   0.141156E-09   0.234079E-11   0.138506E-11   0.251063E-07   0.116031E-11
  1204   0.140484E-09   0.236797E-11   0.142813E-11   0.250667E-07   0.119074E-11
  1205   0.139808E-09   0.239542E-11   0.146857E-11   0.250273E-07   0.122148E-11
  1206   0.139131E-09   0.242313E-11   0.150638E-11   0.249879E-07   0.125252E-11
  1207   0.138451E-09   0.245107E-11   0.154156E-11   0.249486E-07   0.128383E-11
  1208   0.137771E-09   0.247925E-11   0.157408E-11   0.249094E-07   0.131538E-11
  1209   0.137089E-09   0.250764E-11   0.160396E-11   0.248702E-07   0.134716E-11
  1210   0.136406E-09   0.253624E-11   0.163118E-11   0.248312E-07   0.137915E-11
  1211   0.135722E-09   0.256502E-11   0.165576E-11   0.247923E-07   0.141132E-11
  1212   0.135037E-09   0.259399E-11   0.167768E-11   0.247534E-07   0.144365E-11
  1213   0.134352E-09   0.262311E-11   0.169695E-11   0.247147E-07   0.147612E-11
  1214   0.133667E-09   0.265240E-11   0.171355E-11   0.246760E-07   0.150871E-11
  1215   0.132983E-09   0.268181E-11   0.172750E-11   0.246374E-07   0.154140E-11
  1216   0.132298E-09   0.271135E-11   0.173879E-11   0.245989E-07   0.157416E-11
  1217   0.131614E-09   0.274100E-11   0.174744E-11   0.245605E-07   0.160697E-11
  1218   0.130931E-09   0.277074E-11   0.175344E-11   0.245222E-07   0.163982E-11
  1219   0.130249E-09   0.280056E-11   0.175678E-11   0.244840E-07   0.167267E-11
  1220   0.129567E-09   0.283045E-11   0.175749E-11   0.244458E-07   0.170552E-11
  1221   0.128889E-09   0.286038E-11   0.175554E-11   0.244078E-07   0.173836E-11
  1222   0.128210E-09   0.289036E-11   0.175097E-11   0.243698E-07   0.177118E-11
  1223   0.127535E-09   0.292036E-11   0.174378E-11   0.243319E-07   0.180399E-11
  1224   0.126860E-09   0.295038E-11   0.173398E-11   0.242941E-07   0.183680E-11
  1225   0.126189E-09   0.298039E-11   0.172159E-11   0.242564E-07   0.186960E-11
  1226   0.125520E-09   0.301039E-11   0.170663E-11   0.242188E-07   0.190239E-11
  1227   0.124854E-09   0.304036E-11   0.168910E-11   0.241812E-07   0.193517E-11
  1228   0.124190E-09   0.307029E-11   0.166904E-11   0.241438E-07   0.196795E-11
  1229   0.123531E-09   0.310017E-11   0.164646E-11   0.241064E-07   0.200072E-11
  1230   0.122875E-09   0.312998E-11   0.162136E-11   0.240691E-07   0.203348E-11
  1231   0.122223E-09   0.315971E-11   0.159376E-11   0.240319E-07   0.206624E-11
  1232   0.121574E-09   0.318936E-11   0.156371E-11   0.239948E-07   0.209900E-11
  1233   0.120930E-09   0.321888E-11   0.153118E-11   0.239578E-07   0.213176E-11
  1234   0.120289E-09   0.324829E-11   0.149623E-11   0.239208E-07   0.216451E-11
  1235   0.119653E-09   0.327757E-11   0.145885E-11   0.238840E-07   0.219726E-11
  1236   0.119022E-09   0.330670E-11   0.141906E-11   0.238472E-07   0.223001E-11
  1237   0.118395E-09   0.333566E-11   0.137690E-11   0.238105E-07   0.226276E-11
  1238   0.117773E-09   0.336445E-11   0.133239E-11   0.237739E-07   0.229550E-11
  1239   0.117156E-09   0.339305E-11   0.128554E-11   0.237373E-07   0.232823E-11
  1240   0.116545E-09   0.342145E-11   0.123640E-11   0.237009E-07   0.236095E-11
  1241   0.115939E-09   0.344964E-11   0.118499E-11   0.236645E-07   0.239363E-11
  1242   0.115340E-09   0.347761E-11   0.113134E-11   0.236282E-07   0.242629E-11
  1243   0.114745E-09   0.350534E-11   0.107548E-11   0.235920E-07   0.245891E-11
  1244   0.114156E-09   0.353282E-11   0.101741E-11   0.235559E-07   0.249148E-11
  1245   0.113574E-09   0.356003E-11   0.957203E-12   0.235199E-07   0.252400E-11
  1246   0.112998E-09   0.358697E-11   0.894866E-12   0.234839E-07   0.255647E-11
  1247   0.112429E-09   0.361362E-11   0.830435E-12   0.234480E-07   0.258887E-11
  1248   0.111867E-09   0.363998E-11   0.763940E-12   0.234122E-07   0.262120E-11
  1249   0.111310E-09   0.366602E-11   0.695413E-12   0.233765E-07   0.265346E-11
  1250   0.110762E-09   0.369173E-11   0.624887E-12   0.233408E-07   0.268564E-11
  1251   0.110220E-09   0.371712E-11   0.552401E-12   0.233053E-07   0.271773E-11
  1252   0.109684E-09   0.374215E-11   0.477997E-12   0.232698E-07   0.274972E-11
  1253   0.109157E-09   0.376684E-11   0.401718E-12   0.232344E-07   0.278161E-11
  1254   0.108637E-09   0.379117E-11   0.323605E-12   0.231990E-07   0.281340E-11
  1255   0.108125E-09   0.381513E-11   0.243700E-12   0.231638E-07   0.284509E-11
  1256   0.107621E-09   0.383870E-11   0.162046E-12   0.231286E-07   0.287668E-11
  1257   0.107125E-09   0.386188E-11   0.786822E-13   0.230935E-07   0.290818E-11
  1258   0.106636E-09   0.388468E-11  -0.634810E-14   0.230585E-07   0.293959E-11
  1259   0.106156E-09   0.390706E-11  -0.930037E-13   0.230236E-07   0.297093E-11
  1260   0.105685E-09   0.392904E-11  -0.181242E-12   0.229887E-07   0.300219E-11
  1261   0.105221E-09   0.395058E-11  -0.271023E-12   0.229539E-07   0.303338E-11
  1262   0.104766E-09   0.397168E-11  -0.362305E-12   0.229192E-07   0.306450E-11
  1263   0.104320E-09   0.399234E-11  -0.455046E-12   0.228846E-07   0.309557E-11
  1264   0.103882E-09   0.401255E-11  -0.549201E-12   0.228500E-07   0.312659E-11
  1265   0.103453E-09   0.403229E-11  -0.644728E-12   0.228155E-07   0.315756E-11
  1266   0.103033E-09   0.405156E-11  -0.741576E-12   0.227811E-07   0.318849E-11
  1267   0.102622E-09   0.407036E-11  -0.839700E-12   0.227468E-07   0.321938E-11
  1268   0.102220E-09   0.408868E-11  -0.939053E-12   0.227126E-07   0.325024E-11
  1269   0.101828E-09   0.410650E-11  -0.103959E-11   0.226784E-07   0.328107E-11
  1270   0.101444E-09   0.412383E-11  -0.114126E-11   0.226443E-07   0.331189E-11
  1271   0.101070E-09   0.414065E-11  -0.124401E-11   0.226102E-07   0.334269E-11
  1272   0.100705E-09   0.415696E-11  -0.134781E-11   0.225763E-07   0.337346E-11
  1273   0.100350E-09   0.417274E-11  -0.145259E-11   0.225424E-07   0.340420E-11
  1274   0.100003E-09   0.418800E-11  -0.155832E-11   0.225086E-07   0.343489E-11
